Date,Company,Industry,Revenue,Expenses,Profit,Assets,Liabilities,Equity,MarketCap,Dividends,EarningsPerShare,PriceEarningsRatio,Beta,Volatility,DebtToEquityRatio,EconomicIndicator,MarketSentiment,GeographicLocation,CustomerAgeGroup,CustomerIncomeGroup,GrossMargin,TotalProfit,ROI,ScenarioRevenue,NetIncome,IndustryROABenchmark,RevenueRank,EconomicGrowthRate,CustomerSatisfactionScore
2020-06-08,A,Technology,741448.0,148948,38971,4401230,22552,8228516,64753237,35226,-0.8413020626761192,28.94125422185812,1.833631987033835,0.1157300042706696,0.002740712906191104,0.6565536086338297,0.8618973910139556,Asia,26-35,Low,592500.0,10228621,0.008854570199694177,657650.416674642,592500.0,0.008624016061378312,1.0,0.01930366546699892,1
2020-06-09,A,Finance,847246.0,216525,15439,9478487,265712,8507415,88804079,49936,-5.113885731306,14.58385173476969,2.361513612816354,0.3571803023014451,0.031232989104210854,-0.9746816702273214,0.37905350206312227,Asia,18-25,Medium,630721.0,10228621,0.001628846460410823,802063.6856451329,630721.0,0.008647471595630864,1.0,0.026891644570743355,6
2020-06-10,C,Technology,701142.0,350614,380,6648299,500567,4690972,81554286,5480,4.260982627029486,18.942652908922323,1.2109727129062506,0.3142785188973806,0.10670858832668369,0.787084603742452,0.353026771554493,Asia,46-60,High,350528.0,12271563,5.7157477423924527e-05,670549.0505961064,350528.0,0.008624016061378312,1.0,0.013163657177136124,8
2020-06-11,A,Healthcare,836321.0,333899,12207,1850713,127606,3793177,35976238,8214,-3.67673027250307,9.59900001593508,1.0657012691299474,0.0831371970013188,0.033640929489976344,1.158595579007404,-0.5686496952045657,Europe,36-45,High,502422.0,10228621,0.0065958363074123325,995709.2404615807,502422.0,0.008637771379571375,1.0,0.017262707478332393,1
2020-06-12,D,Finance,248362.0,395535,30658,6712375,936861,9794945,93110755,32826,-8.100181324419857,6.052958188517888,1.5449819310643302,0.348769359378955,0.09564739771382075,-0.8206823183517105,0.3177709404653144,Asia,26-35,High,-147173.0,11945424,0.004567384867502188,293530.7382908797,-147173.0,0.008647471595630864,1.0,0.019857296470506117,10
2020-06-13,D,Healthcare,849508.0,256965,85458,6279154,980101,1019961,42212706,2455,-9.840789539781278,34.11194934485235,1.5870428289635956,0.2500043159061592,0.9609200743950014,0.9633761292443218,-0.21227118869168304,Europe,46-60,Low,592543.0,11945424,0.013609795204895437,951495.7110594201,592543.0,0.008637771379571375,1.0,0.021495979575187882,9
2020-06-14,A,Technology,879144.0,37583,-6951,1215865,421636,712767,32182864,17857,7.183260877012579,11.610737767857485,1.185982016197645,0.3890996078681031,0.5915481496758408,0.4127809269364983,0.30246595408298416,Asia,46-60,Medium,841561.0,10228621,-0.0057169175854227235,788296.3961138647,841561.0,0.008624016061378312,1.0,0.020978271747079228,3
2020-06-15,A,Finance,88089.0,264524,75002,953646,187843,5587915,47871825,22884,1.2845813395097707,38.25798616923548,2.117715294755956,0.3874294718155786,0.03361593725029819,0.82206015999449,-0.7868139393840186,Africa,60+,Low,-176435.0,10228621,0.07864763234994956,72868.53558440844,-176435.0,0.008647471595630864,1.0,0.0243600577522258,3
2020-06-16,C,Finance,60751.0,242064,84848,8086828,489397,7854733,24836265,41255,3.125820335023992,33.11613985178016,2.1746955151705034,0.4567162513988241,0.06230600072593174,1.8967929826539474,0.31569060920607206,Africa,46-60,High,-181313.0,12271563,0.010492123735041724,56301.69730826627,-181313.0,0.008647471595630864,1.0,0.028438395096417372,4
2020-06-17,A,Technology,848557.0,72863,25449,2746015,11627,3814191,81496496,47376,-6.693074224810527,11.850159589791714,0.8268365836174119,0.4662766993425398,0.0030483528486119336,-0.2453881160028705,0.9988274515413331,Europe,26-35,Medium,775694.0,10228621,0.009267611429653516,769401.7529935694,775694.0,0.008624016061378312,1.0,0.02392634115650968,1
2020-06-18,A,Technology,229674.0,315672,-2306,9917255,772215,52524,40582959,20609,-4.428047063745875,5.85684869761267,0.849656411699534,0.4030705768702364,14.702136166323966,-0.7537361643574896,-0.9035759222788879,Africa,26-35,Medium,-85998.0,10228621,-0.00023252402000351912,230218.40088912917,-85998.0,0.008624016061378312,1.0,0.024535855235092184,9
2020-06-19,D,Technology,285415.0,273527,38677,4734400,472501,3826078,68378134,38195,-6.196882359112756,49.77713557615846,2.200904600061622,0.2714915636981647,0.12349486863571521,-0.8895144296255233,0.9543483684426346,Europe,36-45,Medium,11888.0,11945424,0.008169356201419398,317122.0845807997,11888.0,0.008624016061378312,1.0,0.004177768332535223,3
2020-06-20,C,Technology,173879.0,46265,-4101,349374,509577,2854265,33124589,16361,3.476307151851133,41.14339031636972,1.5378522306323883,0.4716181943503579,0.17853177613150847,-0.8158102849654383,-0.18618407855425878,Africa,36-45,High,127614.0,12271563,-0.011738137354239297,198800.93371572677,127614.0,0.008624016061378312,1.0,0.020502276991656805,10
2020-06-21,B,Technology,964887.0,492458,78231,9210326,206135,6511627,39628239,39184,9.608174208990452,8.694908450883762,1.4234501767190186,0.3042794309655789,0.031656450837862796,-0.0771017094141042,0.7415069006745183,Africa,36-45,Medium,472429.0,9976726,0.0084938361573738,1097988.9491117958,472429.0,0.008624016061378312,1.0,0.024795075480016086,4
2020-06-22,D,Technology,296614.0,211785,96353,7676698,262551,3820643,50763174,1934,2.712406501381931,14.65880717175008,1.6088485558111654,0.3177369524371471,0.06871906116326493,0.3411519748166439,0.5647709681165469,Europe,46-60,Medium,84829.0,11945424,0.012551359972738279,279965.1227666476,84829.0,0.008624016061378312,1.0,0.027289411945704504,1
2020-06-23,D,Technology,109945.0,463816,39507,7801153,794421,4033205,37764547,16722,-3.749968817095121,38.93499746547912,2.428018869828319,0.2500659676705958,0.19697015152961478,0.27669079933001905,0.1340325219733356,South America,46-60,Low,-353871.0,11945424,0.0050642513997610356,118179.1919567139,-353871.0,0.008624016061378312,1.0,0.013076492257662057,4
2020-06-24,A,Healthcare,942325.0,322028,-3377,3086582,657597,2994005,82691196,33328,2.709242883888855,43.01295260227868,0.9004509639687244,0.0911390021052284,0.21963790975632974,0.8271832490360238,0.476898418502653,Africa,60+,Low,620297.0,10228621,-0.0010940904858513397,871776.5940728042,620297.0,0.008637771379571375,1.0,0.01340960725111355,1
2020-06-25,A,Technology,861971.0,312969,62161,8065827,149846,5969279,59065853,15720,-3.055924238580989,44.56630972903194,0.7604369279821246,0.4759001370947252,0.025102864181754614,0.01300189187790702,0.7570311226026958,Asia,36-45,Medium,549002.0,10228621,0.007706711289493315,710576.3248031895,549002.0,0.008624016061378312,1.0,0.014258993247164016,5
2020-06-26,B,Finance,277510.0,89438,34583,4775331,873531,9875182,67491509,11403,5.620445684981501,29.86331963689112,1.47000635063999,0.3527853529921966,0.08845720514315585,1.4535340771573169,-0.19171935669793405,South America,18-25,Medium,188072.0,9976726,0.007242011077347309,299884.550742989,188072.0,0.008647471595630864,1.0,0.025364138998913432,5
2020-06-27,B,Healthcare,582205.0,22183,35347,8699393,417824,7860817,49529055,5921,0.845709008140421,24.08778882642047,0.985080479109649,0.4661459461408282,0.05315274481011325,-0.2646568332379561,-0.3459336768735226,Europe,60+,Low,560022.0,9976726,0.004063157050152809,468052.66009755735,560022.0,0.008637771379571375,1.0,0.030338810549242087,7
2020-06-28,B,Finance,234124.48508575928,55155,55558,1276417,767207,3632216,58966080,36024,4.275875782501222,47.63824483211751,1.2851708488681262,0.4979905059820823,0.21122284577789427,2.720169166589619,0.33518677112716944,South America,18-25,Low,178969.48508575928,9976726,0.04352652777266364,225619.45310651834,178969.48508575928,0.008647471595630864,1.0,0.015925398927083986,8
2020-06-29,C,Healthcare,326179.0,261622,43606,5519603,957207,5084145,88735487,33112,9.921119432514104,42.01054941377676,1.7019360996545148,0.2244566686582565,0.1882729544495682,0.6256673477650062,0.6156918838825172,North America,46-60,Low,64557.0,12271563,0.007900205866255236,303917.8402726727,64557.0,0.008637771379571375,1.0,0.02907962313627049,4
2020-06-30,C,Healthcare,235350.0,332691,76187,1805409,64898,1221541,2741787,4929,8.228652673569592,49.24381190909354,1.9368661296392105,0.3060332369074554,0.053127975237834836,-0.8571575564162826,0.5245702695532315,North America,60+,High,-97341.0,12271563,0.042199302207976144,253554.56147616476,-97341.0,0.008637771379571375,1.0,0.021234798091645943,7
2020-07-01,D,Technology,510641.0,167292,48459,489323,528262,8659386,65716474,17274,-8.626675089222157,49.58286662844941,1.2913440864477648,0.4852881002533324,0.0610045562121841,-1.0708924980611123,0.595627297717269,Africa,60+,High,343349.0,11945424,0.09903274524189544,565023.3417823331,343349.0,0.008624016061378312,1.0,0.01875714222837564,4
2020-07-02,A,Healthcare,371133.0,79695,55118,422408,580490,1141335,43896675,22305,-7.133071933104263,36.41598730927069,1.8055167025719217,0.3176636058019581,0.5086061498157859,0.4824724152431853,-0.128833370374134,Africa,26-35,Low,291438.0,10228621,0.13048521808299085,342050.2218127722,291438.0,0.008637771379571375,1.0,0.01788615770182031,3
2020-07-03,B,Technology,287330.0,317486,-6003,9221315,437686,2274680,5941299,36904,5.872515539877647,25.47690715154385,1.0082279905018583,0.1021908569762334,0.19241651572968504,-0.2234627853258509,0.6356684323500432,Asia,46-60,Medium,-30156.0,9976726,-0.0006509917511764862,323145.9160241759,-30156.0,0.008624016061378312,1.0,0.027466113646021573,6
2020-07-04,B,Technology,972364.9101782632,143713,15265,1352008,41409,1228780,88303307,36952,-4.583794176639606,26.04392920694445,0.8099123054848514,0.3940248842218312,0.03369927895961848,0.714000494092092,-0.7595818892587831,South America,46-60,Low,828651.9101782632,9976726,0.0112906136650079,892209.665913917,828651.9101782632,0.008624016061378312,1.0,0.0232557781678707,4
2020-07-05,D,Healthcare,672084.0,324824,74416,2339006,717866,1119512,97953438,2877,-5.731465436008789,22.712814694284333,1.1448595629311422,0.3156219956977761,0.641231179299552,0.47323762457354485,0.08897819592169909,North America,60+,High,347260.0,11945424,0.03181522407381597,657654.7221300832,347260.0,0.008637771379571375,1.0,0.04275825427647638,3
2020-07-06,A,Healthcare,919207.0,468845,8171,2095849,281543,2221778,12100039,25751,-8.97024931210307,18.589293262993674,2.131568388652478,0.482298875998615,0.12671968126428473,-0.07282891265687277,-0.9884826790037569,Africa,46-60,Medium,450362.0,10228621,0.003898658729708104,1002677.8076644324,450362.0,0.008637771379571375,1.0,0.011477753570026759,9
2020-07-07,A,Finance,779415.0,286786,61279,7676035,524204,5929519,75754488,42654,-6.202257369592214,25.84573357300191,0.5052379754461744,0.4038808112813716,0.08840582178756827,-0.846793718068405,-0.3508283401994594,South America,60+,High,492629.0,10228621,0.007983157971530874,839560.9681844953,492629.0,0.008647471595630864,1.0,0.02518101702029976,5
2020-07-08,B,Finance,309511.0,90276,-2529,129548,556542,4464661,67293105,37894,2.2040291350571657,45.47222440490685,1.468510753695998,0.3673774826874924,0.12465492900804787,-1.5148472246858646,-0.26707693025720425,Africa,26-35,Medium,219235.0,9976726,-0.01952172167845123,369849.36129352846,219235.0,0.008647471595630864,1.0,0.014707989901884872,7
2020-07-09,B,Healthcare,219639.0,263886,55967,6934096,210365,5345074,43476481,7306,4.713169930355416,40.0901136382037,1.18094940869054,0.4348814555420943,0.03935679842786087,-0.4465149520670211,-0.20765461678148922,Africa,60+,High,-44247.0,9976726,0.008071275621220127,195492.85687910524,-44247.0,0.008637771379571375,1.0,0.011307130130113563,6
2020-07-10,B,Finance,844216.0,496288,-8423,6144214,182417,8203300,8085210,8425,-2.2782988966093605,35.31133007565323,2.479887670679531,0.362483164316335,0.022237026562480954,0.8563987943234723,0.39093441337972434,North America,46-60,Medium,347928.0,9976726,-0.0013708832407204566,899028.5518786928,347928.0,0.008647471595630864,1.0,0.01989132862965028,10
2020-07-11,A,Technology,498421.0,144577,45065,7953420,401424,9110317,87651548,20210,8.847567016832969,28.85727167118271,0.6121460586842296,0.1831217521970494,0.04406257213662269,0.21409374413020396,-0.22288379745930853,North America,46-60,Medium,353844.0,10228621,0.005666115960178137,520288.1065618885,353844.0,0.008624016061378312,1.0,0.02137352479407036,5
2020-07-12,D,Technology,283642.0,398494,25885,7087143,686496,3884733,4335765,1965,8.21787673864976,43.05382771445255,2.349746868149034,0.1298918309068996,0.17671639209181172,-1.245738778711988,-0.1026127547549387,Africa,60+,Medium,-114852.0,11945424,0.003652388557702307,330737.74233138445,-114852.0,0.008624016061378312,1.0,0.04918173555060093,7
2020-07-13,B,Technology,719089.0,132946,30,8193895,247100,7892400,77404116,22924,-1.992182828217292,40.34668379278977,0.5020791555534205,0.3160029387303679,0.03130860067913436,0.173180925851182,-0.5249117382513451,Europe,60+,Medium,586143.0,9976726,3.6612624399019027e-06,620246.5184293087,586143.0,0.008624016061378312,1.0,0.01815854184316798,6
2020-07-14,D,Healthcare,447334.0,181446,30065,5296847,788457,4363176,14556585,27978,8.977989466202747,48.69754138646498,0.7002650016393925,0.2922108952562435,0.18070712710190925,0.3853173797288368,-0.25349641674131984,Africa,60+,High,265888.0,11945424,0.005676018204792398,492389.15188399877,265888.0,0.008637771379571375,1.0,0.008698212705153165,10
2020-07-15,C,Finance,642614.0,124997,35861,9986364,261081,7069557,32843576,8684,9.447783796071905,44.812377668650285,2.48201055641622,0.3496746407378013,0.03693031967915387,-0.883857436201133,-0.545460745473697,Africa,36-45,High,517617.0,12271563,0.0035909966830770437,660162.1474299753,517617.0,0.008647471595630864,1.0,0.022730107174943857,2
2020-07-16,A,Healthcare,994877.0,50127,66116,2747390,965890,9719290,55932400,34651,2.859996553413634,8.28451097190258,1.8410870771521652,0.4288039847382382,0.09937865831763432,0.1537251059455279,-0.8536081524631127,Asia,46-60,Medium,944750.0,10228621,0.024065021711515294,905205.1026147928,944750.0,0.008637771379571375,1.0,-0.0007464003754636822,3
2020-07-17,D,Healthcare,717349.0,285860,3396,7431071,589757,1748386,64824044,14450,-5.030989935345529,47.06411026918639,1.7650607931678766,0.2177217081018805,0.33731510089877176,0.058208718445999896,0.2068971867627558,Asia,46-60,Medium,431489.0,11945424,0.0004570000744172677,710013.3644914245,431489.0,0.008637771379571375,1.0,0.019080432173957343,2
2020-07-18,D,Technology,637407.0,385319,251,5133900,733303,8655794,33397058,39603,5.147279770966794,46.3025953693686,1.2915781285431729,0.0550010880812682,0.08471816681404387,-1.142970297830623,0.3364255971100325,Asia,36-45,High,252088.0,11945424,4.8890706870020845e-05,595026.2157633874,252088.0,0.008624016061378312,1.0,0.020160252822951606,3
2020-07-19,D,Healthcare,257870.0,216859,70866,5195273,376896,4274023,26334476,41023,1.6628139691112338,17.29955359389482,0.5758028056804978,0.233325129225232,0.08818296017592793,0.3577873603482833,0.238980692019229,Europe,60+,Medium,41011.0,11945424,0.013640476640977289,266051.01887082413,41011.0,0.008637771379571375,1.0,0.027946003829452115,1
2020-07-20,D,Technology,1218437.35409946,131652,34173,2105988,547256,1334762,28685558,43915,4.247698267236027,45.12718007625372,0.5130748441104869,0.0864913015945288,0.41000268212610186,0.5607845263682344,-0.0730119123988553,Europe,26-35,Medium,1086785.35409946,11945424,0.016226588185687667,1408026.504093098,1086785.35409946,0.008624016061378312,1.0,0.029736222494278472,8
2020-07-21,D,Finance,828498.0,165650,964,4630592,235235,4023801,57875909,7264,6.379023920861808,20.08391443589061,1.1417419783951723,0.076373022144373,0.05846089307100426,1.083051243175277,-0.24042843964154037,Africa,60+,Medium,662848.0,11945424,0.00020818072505632108,851465.6163902162,662848.0,0.008647471595630864,1.0,0.014964303810922825,6
2020-07-22,A,Finance,424197.0,157267,36433,7066400,133151,7271809,74921357,7885,-5.228600827417571,20.59320286340456,1.362389117445005,0.3852469886303221,0.018310574438905092,1.053802052034903,0.7266672991436505,Asia,60+,Low,266930.0,10228621,0.005155807766330805,446547.5018747528,266930.0,0.008647471595630864,1.0,0.01849385985370067,2
2020-07-23,B,Finance,929680.0,39558,9970,9962733,948795,5894911,64191625,6701,4.744806938320201,30.59729012673661,0.6088081406990413,0.3048898408495097,0.16095153938710866,-1.377669367957091,0.03816357027243611,Europe,36-45,Medium,890122.0,9976726,0.0010007294183232652,936651.7994022412,890122.0,0.008647471595630864,1.0,0.012338791693893292,8
2020-07-24,A,Technology,819101.0,414720,29408,3349438,528408,3775394,34285800,48696,-9.9489630115247,48.37789179507666,1.0382880958873484,0.4751406171994103,0.1399610212867849,-0.9378250399151228,-0.041636244740538064,North America,46-60,Low,404381.0,10228621,0.008779980402682479,672044.6869979983,404381.0,0.008624016061378312,1.0,0.008719374451923062,6
2020-07-25,B,Finance,28513.0,195545,87735,7139641,13662,8644058,46304088,1622,4.458868462566343,47.92414033404541,1.2059438190068543,0.0541231536052243,0.0015805076735949713,0.5150352672086598,-0.9487158683871286,Africa,60+,Medium,-167032.0,9976726,0.012288432989838005,25466.19841288323,-167032.0,0.008647471595630864,1.0,0.023098947793806345,7
2020-07-26,A,Technology,137868.0,35729,69986,7787650,887094,7489438,17214940,18844,-1.1810879012754327,15.457968751857134,2.4176225585521216,0.1737925730936232,0.11844600355861147,0.5137859509122088,-0.3175043447476873,South America,46-60,High,102139.0,10228621,0.008986793191784428,137426.91777333696,102139.0,0.008624016061378312,1.0,0.007264144514034008,1
2020-07-27,B,Technology,227017.0,186154,16277,6014254,744401,6977464,75625604,45860,-3.0145885147301144,5.015385338556887,0.6178411338621177,0.2378459837332669,0.10668646946799008,0.5150476863060479,-0.23960876242828588,Africa,18-25,Low,40863.0,9976726,0.0027064038199916397,209785.07336394867,40863.0,0.008624016061378312,1.0,0.01585373099428137,7
2020-07-28,D,Finance,523749.0,342295,24483,6364803,703530,1343639,91758671,9397,5.892658178048931,17.034834941149864,2.214988224727997,0.4428855043475013,0.5236004611357664,3.852731490654721,-0.20235443820619903,South America,46-60,Low,181454.0,11945424,0.0038466233754603247,457078.6010255311,181454.0,0.008647471595630864,1.0,0.010048260401007626,3
2020-07-29,B,Technology,26791.0,61104,47289,9718959,315890,6539186,51149128,22239,-9.627801573028522,34.98029142865282,2.253058598218777,0.3517286844924925,0.04830723579356819,0.570890510693167,0.16034473845466457,Asia,26-35,Medium,-34313.0,9976726,0.004865644561315672,26835.289187134753,-34313.0,0.008624016061378312,1.0,0.025496831862902598,8
2020-07-30,D,Finance,796100.0,121486,69732,5165702,890515,6491973,98728312,44711,5.548764396010171,49.71791188876355,1.500566939020238,0.2332688342662536,0.13717170419531935,1.135565640180599,0.06720509345375691,South America,26-35,Medium,674614.0,11945424,0.013499036529788207,739675.5506255334,674614.0,0.008647471595630864,1.0,0.03801430099266488,6
2020-07-31,B,Healthcare,871378.0,351813,11129,6586920,129995,5996373,32817677,33801,-1.955091954856453,14.296097405745511,1.9531998111646172,0.2520136771360501,0.02167893825150637,0.9540017634932023,0.21581018558688925,Asia,60+,Low,519565.0,9976726,0.001689560522975837,787066.1287572655,519565.0,0.008637771379571375,1.0,0.006984120171966687,4
2020-08-01,B,Finance,217561.0,271563,43365,3963165,458034,2114386,62077613,45337,4.996791159766465,19.01406415028176,2.1067815415844766,0.3797192648154718,0.21662742753688305,0.651391251305798,0.5297665230842565,North America,46-60,High,-54002.0,9976726,0.010942012255356515,214426.85256149867,-54002.0,0.008647471595630864,1.0,0.0014698151710243086,8
2020-08-02,D,Healthcare,810577.0,244032,26525,1466866,995740,978332,3056669,10349,3.4127766845879783,21.482346648949516,1.8287776304186845,0.4094455868281052,1.0177935506556057,-0.3152692446403456,0.625971477432187,South America,60+,High,566545.0,11945424,0.018082769659941673,691676.4616253895,566545.0,0.008637771379571375,1.0,0.018751131146499327,9
2020-08-03,D,Healthcare,615575.0,471495,12867,5057253,983342,6202318,80543745,6264,8.556708820157425,38.462068704302304,1.3409212984628398,0.3817635018956962,0.15854427328621332,0.7589692204932674,0.4362461524529888,Africa,36-45,Medium,144080.0,11945424,0.002544266620633771,720898.8318551576,144080.0,0.008637771379571375,1.0,0.020156977959577584,10
2020-08-04,C,Healthcare,62212.0,126415,69831,7645589,33404,321807,38798843,22516,4.151285264271657,42.00293082928146,1.108971933485266,0.2834717431743189,0.10380134676995839,-0.7728252145375718,0.9110473919098694,Asia,26-35,High,-64203.0,12271563,0.009133501683127355,71362.19316630068,-64203.0,0.008637771379571375,1.0,0.02218659306757298,2
2020-08-05,C,Technology,563710.0,406033,-2199,7333062,490591,562431,2718816,40583,-1.3476001954437589,42.243730978555966,1.094110715879089,0.3720769035780548,0.8722687760809771,-0.23681860674000887,-0.9635348346472767,Africa,60+,High,157677.0,12271563,-0.00029987473172871033,610525.1201551189,157677.0,0.008624016061378312,1.0,0.015536794847656552,6
2020-08-06,A,Technology,690266.0,477505,67985,2299274,671171,1707585,8683882,44745,-3.9494073566803305,45.32843374679314,1.8213495669613653,0.4450221450922365,0.39305276164876124,-0.48536354782910346,-0.6084440286329078,Europe,36-45,Medium,212761.0,10228621,0.0295680288647634,581539.1175656694,212761.0,0.008624016061378312,1.0,0.017993607011745683,5
2020-08-07,B,Technology,258118.0,300115,24227,113104,345079,6672351,62782042,49773,-8.928373018805775,48.40637677717991,2.4967442075770663,0.409423816903938,0.05171775285802561,0.08187413938632256,-0.9848742500437158,Asia,60+,High,-41997.0,9976726,0.2142010892629792,286601.5540676833,-41997.0,0.008624016061378312,1.0,0.023675104105406023,5
2020-08-08,D,Finance,369298.0,209181,43107,4670350,495128,2064153,79184934,22326,-7.496400535766483,10.14643562314792,0.8332477946452621,0.4251764089205808,0.23986981585182882,2.3146585666735087,0.294949428309206,South America,46-60,Medium,160117.0,11945424,0.009229929234425685,414789.21014240175,160117.0,0.008647471595630864,1.0,0.030404308926448388,10
2020-08-09,C,Healthcare,221648.0,209710,59304,7239147,744426,7636242,45831025,14514,-9.562010591648384,23.7317913129188,1.7228245884973887,0.4038184331903839,0.09748590995413713,-1.867265192591748,0.7960610978999738,Asia,46-60,Low,11938.0,12271563,0.008192125398199539,245387.79679485902,11938.0,0.008637771379571375,1.0,0.00044951229681717067,3
2020-08-10,C,Finance,799856.0,159852,51207,4517928,741568,5833338,24994090,3698,8.951166742585524,43.24015845034784,2.2884132697385304,0.326356780792676,0.12712584115646994,0.6862601903745135,-0.5130354068474015,Africa,46-60,Medium,640004.0,12271563,0.011334177968307596,676347.3194430592,640004.0,0.008647471595630864,1.0,0.016310605609685377,8
2020-08-11,C,Technology,959861.0,280324,-2206,6267426,771700,4941802,59206394,22443,-1.7255963342032192,42.09513462137861,0.96568418217269,0.1784106593752925,0.1561576121422914,-1.6127158711896517,0.8540690895926133,North America,46-60,Low,679537.0,12271563,-0.00035197862727058923,1015113.6542316087,679537.0,0.008624016061378312,1.0,0.022138087939410633,8
2020-08-12,A,Healthcare,118841.0,234839,4398,659227,563311,7445604,2853086,45785,-9.72995512677272,34.568648901211745,0.7570672342395781,0.2545911935666861,0.07565685738860138,-0.47193186578943347,-0.8794652194208783,Asia,18-25,Low,-115998.0,10228621,0.006671450046797233,134733.5972206617,-115998.0,0.008637771379571375,1.0,0.01082023895389264,5
2020-08-13,C,Finance,182116.0,68423,78638,5225449,433164,1975233,51229329,30369,9.627108639764902,5.256623605282641,1.5006978152974852,0.3360106476362675,0.2192976727302551,1.088950596967366,0.8688720536110286,South America,36-45,High,113693.0,12271563,0.015049041718711636,187750.91680660838,113693.0,0.008647471595630864,1.0,0.037311696317673,8
2020-08-14,C,Healthcare,722761.0,391116,-8755,3934494,458467,515036,93741455,38926,-4.18002737909309,44.12592212969736,1.9913881950326304,0.4361541177954003,0.8901649593426479,0.06428001909546277,-0.2967546255207312,Europe,36-45,High,331645.0,12271563,-0.002225190837754486,765088.0163708916,331645.0,0.008637771379571375,1.0,0.01364590119771263,10
2020-08-15,D,Healthcare,412832.0,44878,92259,1710557,133244,8587138,3213389,34079,5.377502726803256,14.414371941419189,1.5477111365758458,0.3168159980788836,0.015516694852231325,-1.0777447779293061,-0.797158343101567,North America,46-60,High,367954.0,11945424,0.053935063257172955,405956.44477540837,367954.0,0.008637771379571375,1.0,0.019587073129927173,8
2020-08-16,A,Finance,358819.0,264422,62551,361478,439354,298488,40151230,15437,-3.8961074123749135,29.19670292916432,0.8148861428439496,0.2671580107370925,1.4719318699579214,-0.7153037092599682,-0.02825648162734873,Europe,18-25,Medium,94397.0,10228621,0.1730423428258428,362939.29272539035,94397.0,0.008647471595630864,1.0,0.02556022096842291,3
2020-08-17,D,Healthcare,166447.0,244976,91764,1372517,329854,311389,82338445,47494,2.652595746195363,8.444233450563006,1.894293646438557,0.2969489596757912,1.0592988191618844,0.6795977489346758,-0.4864468645589841,Asia,46-60,High,-78529.0,11945424,0.06685818827744938,135446.36997682785,-78529.0,0.008637771379571375,1.0,0.014087152111981055,2
2020-08-18,A,Finance,276024.0,300185,40098,9565057,985822,3603311,3596026,46691,-7.137637332527039,7.897294339357746,2.2145091972153668,0.2431819282267652,0.2735878196469858,-0.7303666317171367,-0.43025419607615434,Africa,18-25,Low,-24161.0,10228621,0.0041921339308275945,291366.85167086154,-24161.0,0.008647471595630864,1.0,0.0015342695219558306,9
2020-08-19,A,Finance,428955.0,97712,8433,4474994,660421,9871813,6510350,33776,5.049838688427972,16.123413648927702,1.7345336211058464,0.1811766819621356,0.06689966675827429,0.21645858958197486,-0.38542007014742685,Africa,46-60,High,331243.0,10228621,0.0018844718004091179,357138.8756822909,331243.0,0.008647471595630864,1.0,0.01571345473083467,2
2020-08-20,C,Finance,976868.0,135708,90826,7623410,377049,7357779,4268647,19456,-6.485874112794551,44.74869829059151,0.5676058130752757,0.353988650228016,0.05124494769413433,0.045571839903813784,0.6060517956653269,South America,26-35,High,841160.0,12271563,0.011914090938307136,951475.1346975781,841160.0,0.008647471595630864,1.0,0.030294405559270404,9
2020-08-21,C,Healthcare,783718.0,304057,-292,1353477,803688,4576793,56535383,12705,7.846823631081328,41.73278564456152,1.794999878794599,0.4944339244719726,0.17560068808005955,-0.6516003476058171,0.07832255335050897,Africa,26-35,Medium,479661.0,12271563,-0.00021574064428135832,718718.0271334823,479661.0,0.008637771379571375,1.0,0.016631048732148615,4
2020-08-22,A,Finance,398749.0,340019,98775,7669849,609685,8494178,3993569,36914,1.6075163135386816,41.540307088940494,1.423161213540023,0.3092860811177818,0.07177680995147499,2.1439440893253257,-0.3773846016879927,North America,60+,Medium,58730.0,10228621,0.01287835001706031,405994.7398875882,58730.0,0.008647471595630864,1.0,0.011535656985410215,2
2020-08-23,A,Technology,866010.0,203700,23646,6406816,101650,284754,89550573,3337,-7.450830605650587,6.488939282385322,2.1115060454860046,0.2393646254745962,0.3569747922768425,0.6339190223180112,0.22066756662183673,Africa,46-60,Low,662310.0,10228621,0.0036907568439611812,739023.9522905811,662310.0,0.008624016061378312,1.0,0.029256722095027218,10
2020-08-24,D,Technology,257860.0,225290,85358,8276969,360639,9006386,60395517,18196,-2.179969899580816,45.80738533885357,1.5754011288516625,0.288603086502346,0.04004258755953831,-2.025142586657607,0.4323013484463871,South America,36-45,Medium,32570.0,11945424,0.010312712298427118,277626.86705313594,32570.0,0.008624016061378312,1.0,0.016692251039769474,1
2020-08-25,A,Finance,870954.0,276325,723,4709566,788044,647960,60001093,30921,8.827539360507942,29.70644137366517,2.354194089729144,0.0774711921592733,1.2161923575529354,0.18645431476942764,-0.45475199853293247,Asia,60+,High,594629.0,10228621,0.00015351733047164006,973730.5912535995,594629.0,0.008647471595630864,1.0,0.014898391863497827,4
2020-08-26,C,Technology,839231.0,380563,47261,5541247,886578,6511291,50266364,31792,6.478109049942638,10.048049488836146,1.3429500830559669,0.0876095619391354,0.1361600948260491,-0.661786464768388,-0.17290179694929697,Asia,26-35,Medium,458668.0,12271563,0.008528946643237525,726221.6472849597,458668.0,0.008624016061378312,1.0,0.021494560896633097,9
